RQ1.1,RQ1.2,RQ1.3,RQ1.4,RQ1.5,RQ2.1,RQ2.2,RQ2.3,RQ2.4,RQ2.5,RQ3.1,RQ3.2,RQ3.3,RQ3.4,RQ3.5,RQ4.1,RQ4.2,RQ4.3,RQ4.4,RQ4.5,RQ5.1,RQ5.2,RQ5.3,RQ5.4,RQ5.5,RQ6.1,RQ6.2,RQ6.3,RQ6.4,RQ6.5,F11,F12,F13,F14,F15,F16,y11,Y1,y22,y33,y44,y55,y66,Y2,Y3,Y4,Y5,Y6,Improved
2,4,2,4,4,2,3,2,3,4,4,4,2,3,4,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,0.11919349,-0.242646413,0.360308803,0.712136097,-0.435413416,0.348929811,16,1,14,17,20,15,20,1,1,1,1,1,0.076251958
4,3,4,3,4,4,3,4,4,4,2,2,2,4,4,4,4,2,4,4,4,2,4,4,4,4,5,4,5,4,0.471167154,0.550555247,-0.380629933,0.196321235,0.298044647,0.899487952,18,1,19,14,18,18,22,1,1,1,1,1,0.415151435
2,2,2,3,3,2,2,3,3,4,4,2,3,3,4,2,4,4,3,4,4,4,2,3,4,4,5,4,5,4,-0.799021543,-0.380428907,-0.01666567,-0.032306603,0.195006686,0.899487952,12,1,14,16,17,17,22,1,1,1,1,1,-0.178868993
4,4,2,2,4,4,4,5,4,4,4,4,4,4,2,4,4,2,2,3,4,4,3,3,4,5,4,5,4,5,0.082606416,1.03981297,0.558598723,-0.274352,0.410943731,0.938725094,16,1,21,18,15,18,23,1,1,1,1,1,0.646653388
4,4,4,3,4,4,2,3,4,4,4,3,4,2,2,4,2,2,2,4,4,3,2,4,4,5,4,5,4,5,0.713846177,0.061297523,-0.130271914,-0.743054886,0.128012366,0.938725094,19,1,17,15,14,17,23,1,1,1,1,1,0.222296515
4,4,2,3,3,2,2,3,3,4,4,4,2,2,4,4,4,3,3,2,4,4,3,4,2,5,4,5,4,5,0.024504227,-0.380428907,0.161022005,0.078078847,0.165111426,0.938725094,16,1,14,16,16,17,23,1,1,1,1,1,0.021396339
4,4,2,3,4,2,2,3,3,3,4,4,4,3,3,2,3,3,4,2,4,4,2,2,4,5,4,5,4,5,0.269983816,-0.570592235,0.563429973,-0.570855262,0.000159197,0.938725094,17,1,13,18,14,16,23,1,1,1,1,1,0.028310421
4,4,2,3,4,4,4,4,2,2,4,2,2,2,4,4,2,2,4,4,3,3,4,4,3,5,4,5,4,5,0.269983816,-0.227402069,-0.419572077,-0.366257118,0.082987476,0.938725094,17,1,16,14,16,17,23,1,1,1,1,1,0.050532973
4,2,3,4,4,4,4,3,3,3,2,2,4,4,4,4,4,4,2,4,2,4,4,2,4,5,4,5,4,5,0.193934351,0.142599028,0.026609287,0.335338329,-0.081084879,0.938725094,17,1,17,16,18,16,23,1,1,1,1,1,0.290636929
2,3,4,2,2,4,4,3,4,4,4,4,3,4,2,2,2,4,2,4,4,4,4,2,4,5,4,5,4,5,-0.545337147,0.688337741,0.354979114,-0.783283841,0.432033287,0.938725094,13,1,19,17,14,18,23,1,1,1,1,1,0.236684249
2,4,3,3,4,4,2,3,3,2,4,3,4,2,2,2,3,2,4,4,4,2,3,3,3,5,4,5,4,5,0.153747271,-0.674604517,-0.130271914,-0.641011758,-0.333079784,0.938725094,16,1,14,15,15,15,23,1,1,1,1,1,-0.212400057
5,3,4,4,2,4,3,2,4,3,4,2,3,4,2,2,2,3,4,4,2,3,2,4,4,5,4,5,4,5,0.336669241,0.008916689,-0.225614968,-0.664393504,-0.3851058,0.938725094,18,1,16,15,15,15,23,1,1,1,1,1,0.025967458
2,2,4,4,3,2,4,4,4,4,2,4,3,4,3,2,2,4,4,4,2,4,4,3,4,5,4,5,4,5,-0.167781782,0.777924309,0.19946571,-0.406486073,0.11376261,0.938725094,15,1,18,16,16,17,23,1,1,1,1,1,0.225008988
4,4,2,3,4,4,2,3,3,4,2,2,4,3,4,4,3,4,5,4,2,2,2,3,2,5,4,5,4,5,0.269983816,-0.294277861,-0.172677512,0.619245804,-1.282474892,0.938725094,17,1,16,15,20,11,23,1,1,1,1,1,-0.063925778
4,4,4,4,3,2,2,4,4,4,5,4,3,4,4,3,4,2,4,4,2,2,4,4,3,5,4,5,4,5,0.655743989,0.150884092,0.943030937,-0.081700673,-0.435413416,0.938725094,19,1,16,20,17,15,23,1,1,1,1,1,0.546455838
4,4,4,2,3,4,4,4,2,2,2,2,5,3,4,2,3,4,4,2,4,4,2,3,4,5,4,5,4,5,0.280989189,-0.227402069,0.030942098,-0.312947832,0.195006686,0.938725094,17,1,16,16,15,17,23,1,1,1,1,1,0.165465431
2,2,2,3,4,2,3,4,2,4,5,4,2,4,3,4,4,2,3,4,4,2,3,4,4,5,4,5,4,5,-0.553541955,-0.246746567,0.535293278,0.007922351,0.082107602,0.938725094,13,1,15,18,17,17,23,1,1,1,1,1,0.116362543
4,4,2,3,4,4,4,2,3,3,4,4,4,4,2,4,4,2,2,2,2,2,4,2,3,5,4,5,5,5,0.269983816,-0.033138586,0.558598723,-0.368227468,-0.825108395,1.174788772,17,1,16,18,14,13,24,1,1,1,1,1,0.068200769
4,4,3,4,4,4,2,3,4,4,5,4,4,2,3,4,4,5,3,2,2,3,4,2,4,5,4,5,5,5,0.679292396,0.061297523,0.543958901,0.593893708,-0.342926688,1.174788772,19,1,17,18,18,15,24,1,1,1,1,1,0.517524036
4,4,2,3,2,2,2,4,4,4,3,4,2,3,3,4,4,3,4,2,5,4,3,4,4,5,4,5,4,5,-0.220975361,0.150884092,-0.023624972,0.26647773,0.862350304,0.938725094,15,1,16,15,17,20,23,1,1,1,1,1,0.23349004
4,4,2,3,4,4,2,3,3,4,4,2,3,3,3,2,2,2,4,4,4,4,2,3,4,5,4,5,4,5,0.269983816,-0.294277861,-0.220783718,-0.922300934,0.195006686,0.938725094,17,1,16,15,14,17,23,1,1,1,1,1,0.048488282
4,4,3,3,3,2,3,3,4,4,4,4,4,3,3,4,2,3,4,4,4,2,2,3,2,5,4,5,4,5,0.246435408,0.288666586,0.563429973,-0.108349688,-0.769356726,0.938725094,17,1,16,18,17,13,23,1,1,1,1,1,0.165781235
4,4,2,3,4,4,4,3,4,2,4,2,2,3,4,4,2,3,3,4,2,3,4,4,2,4,5,4,5,5,0.269983816,0.308011085,-0.220285279,-0.296748571,-0.393911504,1.049075048,17,1,17,15,16,15,23,1,1,1,1,1,0.075576209
2,3,4,4,4,4,4,3,4,2,4,4,3,4,4,4,2,2,3,4,4,4,3,4,2,5,4,5,5,5,0.320376829,0.308011085,0.763215211,-0.554656002,0.165111426,1.174788772,17,1,17,19,15,17,24,1,1,1,1,1,0.483375693
4,4,2,2,3,4,2,3,3,4,4,2,3,3,4,4,4,4,4,2,4,2,4,4,3,4,4,5,4,4,-0.162873173,-0.294277861,-0.01666567,0.524385161,0.07770475,0.597513019,15,1,16,16,18,17,21,1,1,1,1,1,0.13235557
4,4,2,4,3,4,3,2,3,4,2,3,4,4,2,2,2,3,2,4,4,4,2,3,4,4,4,5,4,4,0.211881627,-0.156495367,-0.09132977,-1.041191271,0.195006686,0.597513019,17,1,16,15,13,17,21,1,1,1,1,1,-0.034068414
4,4,2,3,2,4,4,4,4,2,2,2,4,3,4,2,3,4,4,4,4,4,4,2,3,4,3,3,4,3,-0.220975361,0.4837487,-0.172677512,-0.125196896,0.21169339,-0.363734956,15,1,18,15,17,17,17,1,1,1,1,1,0.058731486
4,2,3,2,2,4,4,4,2,3,4,4,2,2,4,4,4,2,2,2,2,4,4,2,3,4,4,5,4,4,-0.671779625,-0.037238741,0.161022005,-0.368227468,-0.301424776,0.597513019,13,1,17,16,14,15,21,1,1,1,1,1,-0.187849135
4,2,3,3,3,2,2,4,4,4,5,4,5,3,4,5,3,4,2,4,4,4,5,4,4,4,4,5,4,4,-0.238922637,0.150884092,1.150983357,0.33207106,1.03766531,0.597513019,15,1,16,21,18,21,21,1,1,1,1,1,0.752510075
4,2,3,3,4,4,2,3,3,4,4,2,3,5,5,2,3,4,3,4,2,2,3,2,4,4,4,5,4,5,0.006556951,-0.294277861,0.586025976,-0.31359578,-0.820705543,0.747100114,16,1,16,19,16,13,22,1,1,1,1,1,0.12734464
4,2,3,3,4,4,2,2,3,3,4,2,3,4,4,5,3,4,2,3,2,3,4,2,5,2,3,3,2,4,0.006556951,-0.660178804,0.182621129,0.238195592,-0.122586792,-1.069525177,16,1,14,17,17,16,14,1,1,1,1,1,-0.113008505
2,3,2,3,4,2,2,3,2,2,4,4,2,4,3,2,4,2,3,3,4,4,2,2,4,4,4,5,4,5,-0.310862933,-1.116330947,0.355477553,-0.641996932,0.000159197,0.747100114,14,1,11,17,14,16,22,1,1,1,1,1,-0.363426146
4,4,2,1,1,5,1,1,1,1,1,1,1,1,1,3,4,4,4,5,4,3,2,4,5,4,4,5,4,3,-0.841209749,-2.197838428,-2.264576849,0.527989656,0.348352263,0.447925924,12,1,9,5,20,18,20,1,0,1,1,1,-1.217451907
4,2,2,4,4,4,4,3,1,4,5,4,2,3,3,4,4,4,4,2,4,2,2,4,2,5,4,5,4,5,-0.02799683,-0.378388412,0.33600648,0.524385161,-0.574509237,0.938725094,16,1,16,17,18,14,23,1,1,1,1,1,0.131937127
4,4,2,2,4,4,2,2,4,3,4,2,2,2,4,4,4,4,4,2,4,2,3,3,4,5,4,5,4,5,0.082606416,-0.304603419,-0.419572077,0.524385161,-0.112739887,0.938725094,16,1,15,14,18,16,23,1,1,1,1,1,-0.047712514
4,4,3,4,4,4,4,2,2,2,2,2,1,3,4,4,4,2,4,2,1,1,2,4,4,5,4,5,4,5,0.679292396,-0.578877298,-0.78353634,0.0085703,-1.165348502,0.938725094,19,1,14,12,16,12,23,1,1,1,1,1,-0.415991159
2,2,1,4,4,4,2,2,4,4,4,4,2,2,4,4,4,4,2,2,4,4,2,4,4,5,4,5,4,5,-0.588095736,-0.114440092,0.161022005,0.147587393,0.389854175,0.938725094,13,1,16,16,16,18,23,1,1,1,1,1,0.045051097
3,2,3,2,2,4,2,4,3,3,3,4,3,2,3,3,4,4,4,2,4,3,3,4,3,2,5,5,4,4,-0.840863488,-0.308703574,-0.01929216,0.246363253,0.123609514,0.528757523,12,1,16,15,17,17,20,1,1,1,1,1,-0.169936381
4,2,4,3,4,5,4,4,4,3,3,4,4,3,4,4,4,2,4,2,4,4,3,4,3,1,4,5,3,3,0.228488132,0.716987551,0.587732296,0.0085703,0.385451323,-0.363012693,17,1,20,18,16,18,16,1,1,1,1,1,0.526302909
4,4,4,2,2,2,2,4,4,3,4,2,3,4,2,2,2,3,4,2,2,2,4,4,2,2,2,2,4,4,0.035509601,-0.039279236,-0.225614968,-0.852144439,-0.655753313,-1.16047549,16,1,15,15,13,14,14,1,1,1,1,1,-0.478570662
3,1,1,2,3,2,2,4,2,4,1,2,4,2,4,3,2,4,4,5,2,2,4,4,4,4,5,4,5,4,-1.281925284,-0.560266676,-0.551780036,-0.034588697,-0.215073519,0.899487952,10,1,14,13,18,16,22,1,1,1,1,1,-0.538763228
4,2,2,4,1,2,2,2,3,4,2,2,4,4,2,4,4,4,2,2,2,4,2,2,3,4,5,4,5,4,-0.764435594,-0.556166522,-0.381626811,0.147587393,-0.733298866,0.899487952,13,1,13,14,16,13,22,1,1,1,1,1,-0.616722643
4,4,2,4,3,5,2,3,4,4,1,1,2,4,4,4,4,2,3,3,4,4,2,2,1,4,5,4,5,4,0.211881627,0.104373046,-0.850742699,-0.085953116,-0.660860494,0.899487952,17,1,18,12,16,13,22,1,1,1,1,1,-0.230034737
2,2,1,4,2,4,4,2,3,3,3,2,4,2,3,4,4,4,2,2,2,2,4,4,2,5,4,5,4,5,-1.079054912,-0.033138586,-0.396266633,0.147587393,-0.655753313,0.938725094,11,1,16,14,16,14,23,1,1,1,1,1,-0.452442754
4,2,4,3,4,4,4,4,3,3,3,3,2,2,4,2,3,2,4,4,4,2,2,2,4,4,5,4,5,4,0.228488132,0.318336643,-0.309090762,-0.641011758,-0.523524421,0.899487952,17,1,18,14,15,14,22,1,1,1,1,1,-0.056692656
2,4,4,4,2,4,4,2,2,4,2,2,1,4,4,4,4,2,2,4,3,2,4,4,4,5,4,5,4,5,0.072096675,-0.198550643,-0.584249542,-0.180476532,0.041485564,0.938725094,16,1,16,13,16,17,23,1,1,1,1,1,-0.081394705
2,4,3,3,2,4,4,3,3,2,4,4,2,4,4,4,2,2,2,2,4,4,3,3,2,5,4,5,4,5,-0.337211906,-0.047564299,0.559595601,-0.930805822,-0.029736063,0.938725094,14,1,16,18,12,16,23,1,1,1,1,1,-0.021233057
4,4,2,2,4,4,4,2,3,3,2,2,4,4,4,4,4,4,4,2,4,4,4,2,3,4,5,4,5,4,0.082606416,-0.033138586,0.026609287,0.524385161,0.21169339,0.899487952,16,1,16,16,18,17,22,1,1,1,1,1,0.208421421
3,1,1,1,4,4,4,2,2,4,1,2,2,1,3,4,4,2,4,4,4,4,4,2,2,4,5,4,5,4,-1.223823096,-0.198550643,-1.362424102,0.196321235,-0.008646507,0.899487952,10,1,16,9,18,16,22,1,1,1,1,1,-0.718857474
4,3,1,2,1,1,2,1,2,1,1,2,3,1,4,1,4,2,3,1,1,4,4,2,3,1,4,3,2,1,-1.118442552,-1.701045028,-0.954686444,-1.107769776,-0.55798386,-1.395416979,11,1,7,11,11,14,11,1,1,1,1,1,-1.721052117
4,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,3,3,1,3,2,3,3,1,3,3,4,4,1,-1.791177997,-1.824401808,-1.504167042,-1.693729876,-1.030318661,-0.605950917,8,1,7,8,9,12,15,1,1,1,1,1,-2.227236795
4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,1,3,1,1,3,2,4,4,4,4,1,-1.791177997,-2.37014052,-2.084761124,-0.966134384,-1.503694663,-0.099831475,8,1,5,6,12,10,17,0,1,1,1,1,-2.465876419
4,3,1,1,1,4,1,2,2,2,3,2,1,1,1,1,14,3,3,1,3,2,3,3,1,3,3,4,4,1,-1.305819952,-1.519437624,-1.614648357,1.963029423,-1.030318661,-0.605950917,10,1,11,8,22,12,15,1,1,1,1,1,-1.34398941
4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,1,3,2,1,3,2,4,4,4,4,1,-1.791177997,-2.37014052,-2.084761124,-0.966134384,-1.241852854,-0.099831475,8,1,5,6,12,11,17,0,1,1,1,1,-2.407466796
4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,1,3,1,1,3,2,4,4,4,4,1,-1.791177997,-2.37014052,-2.084761124,-0.966134384,-1.503694663,-0.099831475,8,1,5,6,12,10,17,0,1,1,1,1,-2.465876419
4,3,1,1,1,4,2,1,2,2,2,3,1,1,1,1,1,3,3,1,3,2,3,3,1,3,3,4,4,1,-1.305819952,-1.381655131,-1.504167042,-1.693729876,-1.030318661,-0.605950917,10,1,11,8,9,12,15,1,1,1,1,1,-1.859750718
2,3,2,3,3,4,4,4,5,2,2,4,4,4,3,4,4,4,4,4,2,4,3,4,4,4,2,4,4,2,-0.556342521,0.839324084,0.40308532,0.712136097,0.092673054,-0.579233305,13,1,19,17,20,17,16,1,1,1,1,1,0.266228685
5,4,5,5,3,5,4,5,1,1,4,5,3,2,4,5,4,5,5,5,4,3,4,3,4,4,4,5,5,5,1.234136432,-0.554327643,0.654938655,1.530339787,0.365038967,0.983163793,22,1,16,18,24,18,23,1,1,1,1,1,1.00866936
2,4,2,1,4,4,2,2,3,4,4,2,5,3,5,5,2,2,2,3,2,2,4,4,5,5,4,5,4,5,-0.44293871,-0.470015476,0.594691598,-0.558908446,0.005266378,0.938725094,13,1,15,19,14,17,23,1,1,1,1,1,0.074643905
4,4,2,3,4,4,4,3,3,4,2,4,3,4,4,4,4,3,2,4,4,2,4,2,2,5,4,5,4,5,0.269983816,0.332762356,0.403583759,0.077430898,-0.532330125,0.938725094,17,1,18,17,17,14,23,1,1,1,1,1,0.276006218
4,3,2,3,4,4,4,3,3,2,1,2,2,3,3,4,2,4,4,3,4,2,3,3,4,5,4,5,4,5,0.027304793,-0.047564299,-0.963850505,0.055682275,-0.112739887,0.938725094,16,1,16,11,17,16,23,1,1,1,1,1,-0.254736786
4,2,4,4,4,4,4,4,2,3,4,2,2,4,4,4,4,3,3,2,3,4,2,3,4,5,4,5,4,5,0.415865532,-0.037238741,-0.020998481,0.078078847,-0.061552397,0.938725094,18,1,17,16,16,16,23,1,1,1,1,1,0.265913511
4,3,4,4,4,4,4,4,3,3,4,2,3,4,4,4,4,3,4,2,2,3,3,1,2,5,4,5,4,5,0.658544554,0.318336643,0.182621129,0.26647773,-1.194391017,0.938725094,19,1,18,17,17,11,23,1,1,1,1,1,0.2100263
3,3,3,2,2,2,4,3,4,4,5,4,3,3,5,4,4,4,5,1,5,5,3,5,3,1,5,5,4,4,-0.598184465,0.602186695,0.947862187,0.618908577,1.098699705,0.337132543,13,1,17,20,18,21,19,1,1,1,1,1,0.587634453
5,5,5,5,5,1,5,5,4,4,5,5,4,2,5,4,4,4,5,4,5,5,4,5,3,1,4,5,3,3,1.967774631,1.22410651,1.242492039,0.900534981,1.31463675,-0.363012693,25,1,19,21,21,22,16,1,1,1,1,1,1.562657271
5,4,5,4,5,2,5,1,4,4,5,5,4,4,4,4,4,4,4,3,5,4,3,5,5,1,5,5,4,4,1.537718209,0.564231573,1.436947587,0.618260629,1.27753769,0.337132543,23,1,16,22,19,22,19,1,1,1,1,1,1.322009907
5,5,5,5,3,2,5,2,4,4,5,4,3,3,5,5,4,4,4,1,5,4,4,5,5,1,5,5,4,3,1.476815455,0.739969188,0.947862187,0.708531601,1.493474735,0.187545448,23,1,17,20,18,23,18,1,1,1,1,1,1.229257086
5,4,5,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,3,2,4,4,4,4,0.859381632,1.091444418,0.96683482,0.806659513,0.385451323,-0.034320148,20,1,19,20,20,18,18,1,1,1,1,1,0.981801997
4,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,3,5,5,5,5,5,1,5,5,5,5,0.901223577,0.777924309,1.146650546,0.618260629,1.971253589,0.722783317,20,1,18,21,19,25,21,1,1,1,1,1,1.428063458
4,4,5,3,3,2,5,2,4,4,5,4,3,2,5,4,4,4,5,1,5,5,3,4,5,1,5,5,4,3,0.69029777,0.739969188,0.748575388,0.618908577,1.34453201,0.187545448,19,1,17,19,18,22,18,1,1,1,1,1,0.875046356
4,4,3,2,2,2,5,4,4,3,5,5,3,2,4,4,4,3,5,2,4,3,3,4,3,4,5,5,4,4,-0.18642158,0.90128109,0.834754381,0.454876614,0.123609514,0.912007482,15,1,18,19,18,17,22,1,1,1,1,1,0.514825113
5,5,5,3,5,3,5,1,4,5,5,5,5,3,4,4,4,4,5,1,5,5,4,4,5,2,5,5,5,4,1.593019831,0.797470424,1.441280398,0.618908577,1.560469055,0.764821202,23,1,18,22,18,23,21,1,1,1,1,1,1.512746895
3,2,2,1,3,5,2,1,2,1,1,2,1,1,1,5,5,2,1,1,1,1,1,2,1,5,5,5,4,1,-1.004692481,-1.528742936,-1.974279808,-0.091190735,-2.432000216,0.654871176,11,1,11,6,14,6,20,1,1,1,1,1,-2.004613781
3,2,4,1,4,4,4,2,4,5,4,3,5,3,4,5,4,4,4,2,2,1,5,3,5,5,4,5,5,1,-0.315350531,0.702763454,0.680870591,0.802407069,-0.235485876,0.576440392,14,1,19,19,19,16,20,1,1,1,1,1,0.463141493
4,4,5,3,1,1,4,4,5,5,4,5,4,1,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,5,0.199338593,1.280587498,0.863389515,1.717753496,1.493474735,0.983163793,17,1,19,19,24,23,23,1,1,1,1,1,1.298576143
5,4,3,2,1,5,3,1,2,3,1,2,3,3,5,5,4,3,4,5,1,2,3,2,1,5,4,3,2,1,-0.262817305,-0.834896171,-0.351994799,0.826126042,-1.738284317,-0.628917061,15,1,14,14,21,9,15,1,1,1,1,1,-0.62827279
3,4,2,1,1,5,3,4,3,3,1,3,2,3,3,4,4,4,3,3,3,3,4,3,4,4,3,4,3,3,-1.010293612,0.047892058,-0.673553464,0.429861745,0.108479884,-0.351215426,11,1,18,12,18,17,17,1,1,1,1,1,-0.352002078
5,4,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,0.824827852,-0.066908798,0.96683482,0.524385161,0.821728265,-0.034320148,20,1,15,20,18,20,18,1,1,1,1,1,0.761036225
4,4,5,3,3,2,5,5,4,4,5,5,4,3,5,4,4,4,4,4,5,5,4,4,4,2,4,4,4,4,0.69029777,1.267182033,1.441778837,0.712136097,1.340129158,-0.034320148,19,1,20,22,20,22,18,1,1,1,1,1,1.3799817
4,4,4,4,4,2,5,1,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0.901223577,0.919806957,1.640567197,0.712136097,0.821728265,-0.034320148,20,1,17,23,20,20,18,1,1,1,1,1,1.201412288
4,4,5,4,4,2,5,2,4,4,5,5,4,3,4,4,4,4,4,1,5,5,4,5,4,2,4,4,4,4,1.123154758,0.739969188,1.237660789,0.430509693,1.534976647,-0.034320148,21,1,17,21,17,23,18,1,1,1,1,1,1.157637389
4,4,4,2,1,2,5,2,3,4,5,4,3,2,4,4,4,4,4,1,4,4,4,4,4,1,5,5,5,5,-0.209969987,0.384393804,0.54445734,0.430509693,0.821728265,0.722783317,15,1,16,18,17,20,21,1,1,1,1,1,0.422516898
5,4,5,3,2,2,5,3,3,4,5,5,2,2,4,4,4,4,4,1,5,4,4,4,4,2,4,4,4,4,0.613902044,0.560131419,0.631134771,0.430509693,1.078287349,-0.034320148,19,1,17,18,17,21,18,1,1,1,1,1,0.699659584
4,2,1,1,1,4,1,1,1,2,2,1,1,2,2,2,3,3,2,3,1,2,1,2,1,1,2,3,1,2,-1.548498975,-2.050750623,-1.681356277,-0.853777562,-2.170158407,-2.110882488,9,1,9,8,13,7,9,1,1,1,1,1,-2.305494333
2,1,2,2,2,5,2,2,2,4,3,4,2,2,4,4,5,4,5,5,4,5,3,4,5,4,4,5,5,5,-1.474557554,-0.782515337,-0.018793721,1.275699625,1.087972926,0.983163793,9,1,15,15,23,21,23,1,1,1,1,1,0.137637207
2,4,1,2,1,4,4,2,1,5,1,3,2,2,5,4,4,2,4,1,4,4,5,4,2,2,4,5,4,1,-1.213931255,-0.363962699,-0.464604166,-0.085305168,0.596985516,-0.234498226,10,1,16,13,15,19,16,1,1,1,1,1,-0.482085882
4,2,2,2,1,5,2,3,2,2,2,2,3,2,4,4,4,3,4,4,2,4,4,2,2,2,2,4,3,2,-1.139190394,-0.987104378,-0.57558392,0.454228666,-0.521764673,-1.198546943,11,1,14,13,19,14,13,1,1,1,1,1,-0.754256421
3,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,3,2,4,2,4,1,1,-1.717582838,-2.37014052,-1.590844473,-2.586342505,-1.025915809,-1.437011437,8,1,5,8,5,12,12,0,1,0,1,1,-2.579375267
1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,3,1,4,2,3,1,1,-1.833819383,-2.37014052,-1.590844473,-2.586342505,-1.246255706,-1.685594645,7,1,5,8,5,11,11,0,1,0,1,1,-2.713850741
2,2,2,2,2,4,4,4,2,4,4,2,2,2,2,2,2,4,5,4,2,2,2,4,2,2,2,2,2,2,-1.231878532,0.152924587,-0.827808174,-0.218087189,-1.087627403,-1.931777038,10,1,18,12,17,12,10,1,1,1,1,1,-0.888438239
2,2,2,2,4,4,4,2,4,2,3,4,2,3,3,3,4,3,4,4,5,4,5,4,5,5,4,5,4,5,-0.740919355,0.13227347,-0.023624972,0.176206758,1.514564291,0.938725094,12,1,16,15,18,23,23,1,1,1,1,1,0.284519429
3,2,1,1,1,5,3,1,2,3,1,2,2,1,1,3,3,2,4,4,1,2,2,3,3,4,3,4,3,2,-1.717582838,-0.834896171,-1.770660199,-0.36298985,-1.318694079,-0.500802521,8,1,14,7,16,11,16,1,1,1,1,1,-1.61187565
3,3,4,4,3,3,4,3,4,3,3,4,3,2,4,3,2,3,2,4,3,4,3,4,3,3,4,3,4,4,0.243981103,0.45509889,0.184825888,-0.763169363,0.12889224,-0.091278377,17,1,17,16,14,17,18,1,1,1,1,1,0.083143893
3,3,4,3,3,3,3,3,4,4,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,0.056603703,0.331742109,0.293102444,-0.035573872,-0.327797058,-0.791423614,16,1,17,17,17,15,15,1,1,1,1,1,0.04370109
3,3,3,4,4,3,3,4,4,4,3,4,3,4,3,3,3,4,4,4,3,3,4,4,4,3,4,4,3,3,0.267529511,0.507479724,0.379281436,0.152825012,0.303327373,-0.228345943,17,1,18,17,18,18,17,1,1,1,1,1,0.420670413
1,1,2,3,3,1,3,1,3,3,5,4,4,4,3,2,2,1,1,4,2,3,1,3,1,1,1,1,2,3,-1.210784429,-0.651622879,0.942532498,-1.745405017,-1.456910025,-2.536892594,10,1,11,20,10,10,8,1,1,1,1,1,-1.159347213
